run_name,st1_frequency,st2_frequency,trial_file,st1_file,st2_file,run_dir
st1_31_hz__st2_31_hz__trial_2,31_hz,31_hz,trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/31_hz/trial_2.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260526_202425_2channel_1syn/output_2channel_1syn_data/st1_31_hz__st2_31_hz__trial_2
st1_31_hz__st2_271_hz__trial_3,31_hz,271_hz,trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_1/31_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/processing/sim_run_code/spike_train_output/st_2/271_hz/trial_3.pwl,/home/s5117909/Documents/thesis/thesis_codebase/thesis_database/20260526_202425_2channel_1syn/output_2channel_1syn_data/st1_31_hz__st2_271_hz__trial_3
